#{"t_start": 1702236991.7148774, "env_id": null}
r,l,t
470.059389,240,20642.440179
987.627149,240,20647.198803
989.260685,240,20652.255357
1087.301875,240,20657.3596
988.246864,240,20662.124195
1286.871283,240,20666.848777
1088.111897,240,20671.598882
678.553764,240,20676.258575
785.803505,240,20680.785264
1083.5719,240,20685.604624
984.665816,240,20690.218031
986.681523,240,20694.840451
785.247221,240,20699.445515
781.191399,240,20704.073965
984.902929,240,20708.612252
787.801625,240,20713.17256
983.966571,240,20717.814106
885.157519,240,20722.529699
883.953729,240,20727.107246
891.964296,240,20731.68902
883.060396,240,20736.231545
989.880521,240,20740.777472
881.889498,240,20745.314057
1087.677426,240,20749.880574
991.882012,240,20754.430007
785.811432,240,20758.97702
675.099238,240,20763.577147
984.151314,240,20768.181887
991.22503,240,20773.261317
1085.381856,240,20778.025732
987.271697,240,20782.631192
886.372759,240,20787.312017
877.659936,240,20791.990513
984.268524,240,20796.608082
885.878595,240,20801.206935
888.276345,240,20805.807917
681.11105,240,20810.369088
986.090452,240,20814.928088
1078.846414,240,20819.470165
678.867554,240,20824.004053
1090.788377,240,20828.593309
1089.752073,240,20833.140925
988.370572,240,20837.701581
789.348903,240,20842.317938
989.694407,240,20846.825276
1187.518095,240,20851.437923
882.091739,240,20856.066699
1084.955655,240,20860.607007
1087.33959,240,20865.139576
1089.831494,240,20869.703493
683.114086,240,20874.241218
1085.732467,240,20878.795597
987.798384,240,20883.35229
783.087066,240,20887.899807
776.483856,240,20892.42904
988.891293,240,20896.982816
885.518927,240,20901.568093
1091.863254,240,20906.125372
883.961966,240,20910.684506
1092.162764,240,20915.24202
1190.988006,240,20919.918835
1088.544098,240,20924.571861
1186.953597,240,20929.341477
678.013781,240,20933.906037
1080.01265,240,20938.448731
1088.336007,240,20943.041791
1086.293154,240,20947.579158
981.938364,240,20952.168579
777.291699,240,20956.89156
1093.265259,240,20961.445711
1184.631469,240,20966.04972
1084.558261,240,20970.619092
990.844118,240,20975.168059
1192.028462,240,20979.722524
983.98978,240,20984.398043
887.331706,240,20988.985738
885.457629,240,20993.570283
1186.661444,240,20998.070809
987.256525,240,21002.627612
990.263326,240,21007.694467
1082.883951,240,21012.570549
986.153518,240,21017.574605
1092.686893,240,21022.295561
885.227955,240,21027.039127
1091.058836,240,21031.802683
979.677737,240,21036.586676
888.586185,240,21041.289608
1188.113566,240,21046.068599
989.157147,240,21050.973301
686.280579,240,21055.829541
1293.502415,240,21060.887025
1089.165849,240,21065.696585
780.44678,240,21070.606741
786.690327,240,21075.840225
885.477424,240,21080.858146
1091.305736,240,21085.817339
1287.180446,240,21090.763483
789.27959,240,21095.747381
783.73956,240,21100.453179
678.639687,240,21105.195096
1194.118398,240,21110.042567
784.641314,240,21114.972062
884.590105,240,21120.242664
990.214428,240,21125.077414
783.745552,240,21129.8353
987.122495,240,21135.104256
780.851574,240,21140.663032
1188.248088,240,21146.417348
885.867451,240,21151.502442
989.33483,240,21156.648903
984.117018,240,21161.712898
984.682727,240,21166.654023
782.721243,240,21171.566354
981.198151,240,21176.329906
1294.076471,240,21181.228209
880.556191,240,21186.032296
887.314845,240,21191.023992
984.550292,240,21196.110746
781.632032,240,21200.866149
889.927252,240,21205.987487
781.603301,240,21211.053487
881.338917,240,21216.229951
992.755018,240,21221.40211
783.860381,240,21226.52376
1092.165463,240,21231.556523
987.752452,240,21236.782706
984.805307,240,21241.867841
1085.694471,240,21247.121414
676.330784,240,21252.232022
880.352859,240,21257.707255
1187.361884,240,21263.62638
1087.527255,240,21272.628324
882.151514,240,21279.257578
885.717424,240,21285.029504
885.527345,240,21290.360991
1091.557649,240,21295.790717
881.920656,240,21301.004719
981.84504,240,21306.236364
886.804802,240,21311.43931
786.781386,240,21316.777272
882.712014,240,21321.961723
989.754772,240,21327.20943
882.75226,240,21332.512775
987.281363,240,21337.551341
986.858795,240,21342.656278
1091.290664,240,21347.796675
1391.998342,240,21352.852421
882.547455,240,21357.93591
786.507799,240,21363.014594
